!index Allan_deviation   Rms_ratio   goodness
1 0.76513653192917 1.0049170427867 0.76889874099433
2 1.5496126964884 0.97380418117 1.5090193230346
3 0.91640812616678 1.0106152798616 0.9261360548935
4 1.107696587099 0.97421836520385 1.0791383582255
5 0.85584595323617 0.96470355862932 0.82563763672544
6 1.2413608954037 0.98696960469071 1.2251854722151
7 1.1036494092465 0.96475041370861 1.0647462241598
8 1.3479867260081 0.98927206394547 1.3335256106092
9 0.77387660767494 1.0501860193946 0.81271439411673
10 1.0787256045894 0.97867430666984 1.0557210331585
11 0.92096359777287 1.0136448609639 0.93353001801725
12 1.8437274831206 1.1537700716121 2.1272375902333
13 1.0052815838788 0.96327430869614 0.96836192275578
14 1.2852844294786 1.0144351084729 1.3038376496367
15 1.1639315345692 0.99995221700495 1.1638759184344
16 1.4313210953683 1.0182390188244 1.4574269877705
17 0.9034459589685 0.99507938122462 0.89900044582026
18 0.77534782201826 0.96500260639981 0.74821266911404
19 1.1045471925393 0.96581527328959 1.0667885486236
20 1.078182375519 0.96586685313691 1.0413806181502
21 0.94723462849786 0.98253218554313 0.93068850976014
22 1.2145937265446 0.99447350875406 1.2078812849474
23 1.0903843582087 1.070686069242 1.1674593424535
24 1.180614773666 1.0053278242508 1.1869048816879
25 0.91705623228667 0.97142820133683 0.89085428625497
26 1.6552121755304 1.1499824626322 1.9034649737953
27 1.2810997454967 0.98308660923006 1.2594320048858
28 1.2608339417234 1.005121485648 1.2672912846605
29 1.108274923615 1.0182826834649 1.1285371632355
30 1.2731404063208 1.0073099228685 1.2824469644918
31 1.1900710588804 0.99856429310373 1.1883624656541
32 0.95537583226285 0.96772843910753 0.92454436291678
33 0.9856977994867 0.97541474445785 0.96146416719898
34 0.92036724606979 0.94699426755084 0.87158250606964
35 0.98604985906598 0.96321703852772 0.94978002509021
36 1.3101297873469 1.01810877983 1.3338546392147
37 0.80026030739291 1.0536340778791 0.84318153104321
38 0.79482023459389 0.98020178735337 0.77908421457356
39 0.84514182669138 0.98315188195763 0.83090277743274
40 1.9352086324276 1.0757108078783 2.0817248414018
41 1.1054348182054 0.96409362971239 1.0657426662941
42 1.5252601487844 1.0106810183275 1.5415514803877
43 1.2460526129835 0.99976877278521 1.2457644917083
44 1.2382126869582 1.002284600207 1.2410415079192
45 0.9924105810985 1.0147451295653 1.0070438036988
46 1.0532413839231 0.96024587715278 1.0113706965589
47 0.8709672979485 0.99249479346095 0.86443050848864
48 0.81977220444754 0.98315505264401 0.80596318481972
49 0.84126886915293 0.98949072902596 0.83242774664498
50 1.120788747663 0.995624552591 1.115884795441
51 0.98399511681677 1.0375117206621 1.0209064667717
52 1.0751905182011 0.97280807311526 1.045954016243
53 0.80423529954982 0.98988172676824 0.79609782704634
54 1.5678316367723 1.0961309687783 1.7185488108964
55 1.1223444805696 0.96563862116463 1.083779176689
56 1.1700090474365 1.0545614907175 1.2338464852176
57 0.88394139437444 1.006910355364 0.89004974353054
58 1.158347720494 1.0100842219595 1.1700287560137
59 0.996554473014 1.0028136161483 0.99935839477193
60 0.99977287950741 0.96136846634789 0.96115011986826
61 1.0308290748973 0.95941007814862 0.98898780330511
62 1.0489327322928 0.98585799881857 1.0340987243535
63 0.8847822709133 0.97872833904177 0.86596148242458
64 0.92377407694753 0.96901627690592 0.8951521167459
65 0.94625935928971 1.0314655169009 0.97603389915206
66 0.84999151250679 0.99393380830501 0.84483530105282
67 0.9898705111686 0.97705983913441 0.96716272240628
68 1.473580380506 1.1102815964806 1.6360891774107
69 0.99668468223843 0.94085593521344 0.93773669882035
70 1.0422308649407 1.0253854035524 1.0686883160419
71 1.0831070762909 0.97484139329857 1.055857611343
72 1.2164617999463 0.98601888453782 1.1994543070659
73 1.2131793467514 1.0074821324126 1.2222565152641
74 1.1532455194469 0.95964155315678 1.1067023214531
75 0.93597956996499 0.95218567331034 0.89122633703184
76 0.9488576689635 0.97781538589978 0.92780762774151
77 0.92215086773548 0.95700179918116 0.88250003953932
78 1.049992448401 0.96656216655661 1.0148829757945
79 0.81451595179952 1.0527100722977 0.85744914650646
80 1.0475185979275 1.0002608260766 1.0477918180936
81 0.93630926140097 0.99117747743922 0.92804865181839
82 1.3810068938553 1.0930771639944 1.5095470989922
83 1.0984237170468 0.95704387076759 1.0512396859054
84 1.1808901758758 0.9885760064158 1.1673996940829
85 0.8238678659087 1.0252488108501 0.84466954982047
86 1.1883606523913 0.98114703626414 1.1659565321066
87 1.228205776821 1.0169791173776 1.2490596268695
88 0.98005236669079 0.99365044154372 0.97382946689827
89 1.223304190856 1.0233760946678 1.2519002654289
90 1.200363219312 0.97664247587319 1.172325706456
91 1.0558374940846 0.96742492214658 1.0214435055143
92 1.0398444691851 1.0022726817401 1.0422077047228
93 0.91202775405433 1.0268172438345 0.93648582471861
94 1.0230207708882 1.0124259635954 1.0357327897446
95 1.0247037221895 0.98242861556428 1.0066982591542
96 1.2046752046253 1.0895475096529 1.3125508691401
